radius,count,Unknown Coverage,Accuracy,Precision,Recall,F1,FPR,,radius,count,Accuracy,Precision,Recall,FPR,Unknown Coverage,F1
0.15,260,0,0.5,0,0,0,0,,,,,,,,,
0.15,270,0,0.5,0,0,0,0,,,,,,,,,
0.15,280,0,0.5,0,0,0,0,,,,,,,,,
0.15,290,0,0.5,0,0,0,0,,,,,,,,,
0.15,300,0,0.5,0,0,0,0,,,,,,,,,
0.15,310,0,0.5,0,0,0,0,,,,,,,,,
0.15,340,0,0.5,0,0,0,0,,,,,,,,,
0.15,350,0,0.5,0,0,0,0,,,,,,,,,
0.15,360,0,0.5,0,0,0,0,,,,,,,,,
0.15,370,0,0.5,0,0,0,0,,,,,,,,,
0.15,380,0,0.5,0,0,0,0,,,,,,,,,
0.15,390,0,0.5,0,0,0,0,,,,,,,,,
0.15,410,0,0.5,0,0,0,0,,,,,,,,,
0.15,420,0,0.5,0,0,0,0,,,,,,,,,
0.15,430,0,0.5,0,0,0,0,,,,,,,,,
0.15,440,0,0.5,0,0,0,0,,,,,,,,,
0.15,450,0,0.5,0,0,0,0,,,,,,,,,
0.15,460,0,0.5,0,0,0,0,,,,,,,,,
0.15,470,0,0.5,0,0,0,0,,,,,,,,,
0.15,480,0,0.5,0,0,0,0,,,,,,,,,
0.15,490,0,0.5,0,0,0,0,,,,,,,,,
0.15,500,0,0.5,0,0,0,0,,,,,,,,,
0.16,10,0,0.4999,0,0,0,0.0002,,,,,,,,,
0.16,20,0,0.5,0,0,0,0,,,,,,,,,
0.16,30,0,0.5,0,0,0,0,,,,,,,,,
0.16,40,0,0.5,0,0,0,0,,,,,,,,,
0.16,50,0,0.5,0,0,0,0,,,,,,,,,
0.16,60,0,0.5,0,0,0,0,,,,,,,,,
0.16,70,0,0.5,0,0,0,0,,,,,,,,,
0.16,80,0,0.5,0,0,0,0,,,,,,,,,
0.16,100,0,0.5,0,0,0,0,,,,,,,,,
0.16,110,0,0.5,0,0,0,0,,,,,,,,,
0.16,120,0,0.5,0,0,0,0,,,,,,,,,
0.16,130,0,0.5,0,0,0,0,,,,,,,,,
0.16,140,0,0.5,0,0,0,0,,,,,,,,,
0.16,150,0,0.5,0,0,0,0,,,,,,,,,
0.16,160,0,0.5,0,0,0,0,,,,,,,,,
0.16,170,0,0.5,0,0,0,0,,,,,,,,,
0.16,180,0,0.5,0,0,0,0,,,,,,,,,
0.16,190,0,0.5,0,0,0,0,,,,,,,,,
0.16,200,0,0.5,0,0,0,0,,,,,,,,,
0.16,210,0,0.5,0,0,0,0,,,,,,,,,
0.16,220,0,0.5,0,0,0,0,,,,,,,,,
0.16,230,0,0.5,0,0,0,0,,,,,,,,,
0.16,250,0,0.4999,0,0,0,0.0002,,,,,,,,,
0.16,260,0,0.5,0,0,0,0,,,,,,,,,
0.16,270,0,0.5,0,0,0,0,,,,,,,,,
0.16,280,0,0.5,0,0,0,0,,,,,,,,,
0.16,290,0,0.5,0,0,0,0,,,,,,,,,
0.16,300,0,0.5,0,0,0,0,,,,,,,,,
0.16,310,0,0.5,0,0,0,0,,,,,,,,,
0.16,320,0,0.5,0,0,0,0,,,,,,,,,
0.16,330,0,0.5,0,0,0,0,,,,,,,,,
0.16,340,0,0.5,0,0,0,0,,,,,,,,,
0.16,350,0,0.5,0,0,0,0,,,,,,,,,
0.16,360,0,0.5,0,0,0,0,,,,,,,,,
0.16,370,0,0.5,0,0,0,0,,,,,,,,,
0.16,380,0,0.5,0,0,0,0,,,,,,,,,
0.16,390,0,0.5,0,0,0,0,,,,,,,,,
0.16,400,0,0.5,0,0,0,0,,,,,,,,,
0.16,410,0,0.5,0,0,0,0,,,,,,,,,
0.16,420,0,0.5,0,0,0,0,,,,,,,,,
0.16,430,0,0.5,0,0,0,0,,,,,,,,,
0.16,450,0,0.5,0,0,0,0,,,,,,,,,
0.16,460,0,0.5,0,0,0,0,,,,,,,,,
0.16,470,0,0.5,0,0,0,0,,,,,,,,,
0.16,480,0,0.5,0,0,0,0,,,,,,,,,
0.16,490,0,0.5,0,0,0,0,,,,,,,,,
0.16,500,0,0.5,0,0,0,0,,,,,,,,,
0.17,20,0,0.5,0,0,0,0,,,,,,,,,
0.17,30,0,0.5,0,0,0,0,,,,,,,,,
0.17,40,0,0.5,0,0,0,0,,,,,,,,,
0.17,50,0,0.5,0,0,0,0,,,,,,,,,
0.17,60,0,0.5,0,0,0,0,,,,,,,,,
0.17,70,0,0.5,0,0,0,0,,,,,,,,,
0.17,80,0,0.5,0,0,0,0,,,,,,,,,
0.17,90,0,0.5,0,0,0,0,,,,,,,,,
0.17,100,0,0.5,0,0,0,0,,,,,,,,,
0.17,110,0,0.5,0,0,0,0,,,,,,,,,
0.17,120,0,0.5,0,0,0,0,,,,,,,,,
0.17,130,0,0.5,0,0,0,0,,,,,,,,,
0.17,140,0,0.5,0,0,0,0,,,,,,,,,
0.17,150,0,0.5,0,0,0,0,,,,,,,,,
0.17,160,0,0.5,0,0,0,0,,,,,,,,,
0.17,170,0,0.5,0,0,0,0,,,,,,,,,
0.17,180,0,0.5,0,0,0,0,,,,,,,,,
0.17,190,0,0.5,0,0,0,0,,,,,,,,,
0.17,200,0,0.5,0,0,0,0,,,,,,,,,
0.17,210,0,0.5,0,0,0,0,,,,,,,,,
0.17,220,0,0.5,0,0,0,0,,,,,,,,,
0.17,230,0,0.5,0,0,0,0,,,,,,,,,
0.17,240,0,0.5,0,0,0,0,,,,,,,,,
0.17,250,0,0.5,0,0,0,0,,,,,,,,,
0.17,260,0,0.5,0,0,0,0,,,,,,,,,
0.17,270,0,0.5,0,0,0,0,,,,,,,,,
0.17,280,0,0.5,0,0,0,0,,,,,,,,,
0.17,290,0,0.5,0,0,0,0,,,,,,,,,
0.17,300,0,0.5,0,0,0,0,,,,,,,,,
0.17,310,0,0.5,0,0,0,0,,,,,,,,,
0.17,320,0,0.5,0,0,0,0,,,,,,,,,
0.17,330,0,0.5,0,0,0,0,,,,,,,,,
0.17,340,0,0.5,0,0,0,0,,,,,,,,,
0.17,350,0,0.5,0,0,0,0,,,,,,,,,
0.17,360,0,0.5,0,0,0,0,,,,,,,,,
0.17,370,0,0.5,0,0,0,0,,,,,,,,,
0.17,380,0,0.5,0,0,0,0,,,,,,,,,
0.17,390,0,0.5,0,0,0,0,,,,,,,,,
0.17,400,0,0.5,0,0,0,0,,,,,,,,,
0.17,410,0,0.5,0,0,0,0,,,,,,,,,
0.17,420,0,0.5,0,0,0,0,,,,,,,,,
0.17,430,0,0.5,0,0,0,0,,,,,,,,,
0.17,440,0,0.5,0,0,0,0,,,,,,,,,
0.17,450,0,0.5,0,0,0,0,,,,,,,,,
0.17,460,0,0.5,0,0,0,0,,,,,,,,,
0.17,470,0,0.5,0,0,0,0,,,,,,,,,
0.17,480,0,0.5,0,0,0,0,,,,,,,,,
0.17,500,0,0.5,0,0,0,0,,,,,,,,,
0.18,10,0,0.5,0,0,0,0,,,,,,,,,
0.18,20,0,0.5,0,0,0,0,,,,,,,,,
0.18,30,0,0.5,0,0,0,0,,,,,,,,,
0.18,40,0,0.5,0,0,0,0,,,,,,,,,
0.18,50,0,0.5,0,0,0,0,,,,,,,,,
0.18,60,0,0.5,0,0,0,0,,,,,,,,,
0.18,70,0,0.5,0,0,0,0,,,,,,,,,
0.18,80,0,0.5,0,0,0,0,,,,,,,,,
0.18,90,0,0.5,0,0,0,0,,,,,,,,,
0.18,100,0,0.5,0,0,0,0,,,,,,,,,
0.18,110,0,0.5,0,0,0,0,,,,,,,,,
0.18,120,0,0.5,0,0,0,0,,,,,,,,,
0.18,130,0,0.5,0,0,0,0,,,,,,,,,
0.18,140,0,0.5,0,0,0,0,,,,,,,,,
0.18,150,0,0.5,0,0,0,0,,,,,,,,,
0.18,170,0,0.5,0,0,0,0,,,,,,,,,
0.18,180,0,0.5,0,0,0,0,,,,,,,,,
0.18,190,0,0.5,0,0,0,0,,,,,,,,,
0.18,200,0,0.5,0,0,0,0,,,,,,,,,
0.18,210,0,0.5,0,0,0,0,,,,,,,,,
0.18,220,0,0.5,0,0,0,0,,,,,,,,,
0.18,230,0,0.5,0,0,0,0,,,,,,,,,
0.18,250,0,0.5,0,0,0,0,,,,,,,,,
0.18,260,0,0.5,0,0,0,0,,,,,,,,,
0.18,270,0,0.5,0,0,0,0,,,,,,,,,
0.18,280,0,0.5,0,0,0,0,,,,,,,,,
0.18,290,0,0.5,0,0,0,0,,,,,,,,,
0.18,300,0,0.5,0,0,0,0,,,,,,,,,
0.18,310,0,0.5,0,0,0,0,,,,,,,,,
0.18,320,0,0.5,0,0,0,0,,,,,,,,,
0.18,330,0,0.5,0,0,0,0,,,,,,,,,
0.18,340,0,0.5,0,0,0,0,,,,,,,,,
0.18,350,0,0.5,0,0,0,0,,,,,,,,,
0.18,360,0,0.5,0,0,0,0,,,,,,,,,
0.18,370,0,0.5,0,0,0,0,,,,,,,,,
0.18,380,0,0.5,0,0,0,0,,,,,,,,,
0.18,390,0,0.5,0,0,0,0,,,,,,,,,
0.18,400,0,0.5,0,0,0,0,,,,,,,,,
0.18,410,0,0.5,0,0,0,0,,,,,,,,,
0.18,420,0,0.5,0,0,0,0,,,,,,,,,
0.18,430,0,0.5,0,0,0,0,,,,,,,,,
0.18,440,0,0.5,0,0,0,0,,,,,,,,,
0.18,450,0,0.5,0,0,0,0,,,,,,,,,
0.18,460,0,0.5,0,0,0,0,,,,,,,,,
0.18,470,0,0.5,0,0,0,0,,,,,,,,,
0.18,480,0,0.5,0,0,0,0,,,,,,,,,
0.18,490,0,0.5,0,0,0,0,,,,,,,,,
0.18,500,0,0.5,0,0,0,0,,,,,,,,,
0.19,10,0,0.5,0,0,0,0,,,,,,,,,
0.19,30,0,0.5,0,0,0,0,,,,,,,,,
0.19,40,0,0.5,0,0,0,0,,,,,,,,,
0.19,50,0,0.5,0,0,0,0,,,,,,,,,
0.19,60,0,0.5,0,0,0,0,,,,,,,,,
0.19,70,0,0.5,0,0,0,0,,,,,,,,,
0.19,80,0,0.5,0,0,0,0,,,,,,,,,
0.19,90,0,0.5,0,0,0,0,,,,,,,,,
0.19,100,0,0.5,0,0,0,0,,,,,,,,,
0.19,110,0,0.5,0,0,0,0,,,,,,,,,
0.19,120,0,0.5,0,0,0,0,,,,,,,,,
0.19,130,0,0.5,0,0,0,0,,,,,,,,,
0.19,140,0,0.5,0,0,0,0,,,,,,,,,
0.19,150,0,0.5,0,0,0,0,,,,,,,,,
0.19,160,0,0.4999,0,0,0,0.0002,,,,,,,,,
0.19,170,0,0.5,0,0,0,0,,,,,,,,,
0.19,180,0,0.5,0,0,0,0,,,,,,,,,
0.19,190,0,0.5,0,0,0,0,,,,,,,,,
0.19,200,0,0.5,0,0,0,0,,,,,,,,,
0.19,210,0,0.5,0,0,0,0,,,,,,,,,
0.19,220,0,0.5,0,0,0,0,,,,,,,,,
0.19,230,0,0.5,0,0,0,0,,,,,,,,,
0.19,240,0,0.5,0,0,0,0,,,,,,,,,
0.19,250,0,0.5,0,0,0,0,,,,,,,,,
0.19,260,0,0.5,0,0,0,0,,,,,,,,,
0.19,270,0,0.5,0,0,0,0,,,,,,,,,
0.19,280,0,0.5,0,0,0,0,,,,,,,,,
0.19,290,0,0.5,0,0,0,0,,,,,,,,,
0.19,300,0,0.5,0,0,0,0,,,,,,,,,
0.19,310,0,0.5,0,0,0,0,,,,,,,,,
0.19,320,0,0.5,0,0,0,0,,,,,,,,,
0.19,330,0,0.5,0,0,0,0,,,,,,,,,
0.19,340,0,0.5,0,0,0,0,,,,,,,,,
0.19,350,0,0.5,0,0,0,0,,,,,,,,,
0.19,360,0,0.5,0,0,0,0,,,,,,,,,
0.19,370,0,0.5,0,0,0,0,,,,,,,,,
0.19,380,0,0.5,0,0,0,0,,,,,,,,,
0.19,390,0,0.5,0,0,0,0,,,,,,,,,
0.19,400,0,0.5,0,0,0,0,,,,,,,,,
0.19,410,0,0.5,0,0,0,0,,,,,,,,,
0.19,420,0,0.5,0,0,0,0,,,,,,,,,
0.19,430,0,0.5,0,0,0,0,,,,,,,,,
0.19,450,0,0.5,0,0,0,0,,,,,,,,,
0.19,460,0,0.5,0,0,0,0,,,,,,,,,
0.19,470,0,0.5,0,0,0,0,,,,,,,,,
0.19,490,0,0.5,0,0,0,0,,,,,,,,,
0.19,500,0,0.5,0,0,0,0,,,,,,,,,
0.2,10,0,0.5,0,0,0,0,,,,,,,,,
0.2,20,0,0.5,0,0,0,0,,,,,,,,,
0.2,30,0,0.5,0,0,0,0,,,,,,,,,
0.2,40,0,0.5,0,0,0,0,,,,,,,,,
0.2,50,0,0.5,0,0,0,0,,,,,,,,,
0.2,60,0,0.5,0,0,0,0,,,,,,,,,
0.2,70,0,0.5,0,0,0,0,,,,,,,,,
0.2,80,0,0.5,0,0,0,0,,,,,,,,,
0.2,90,0,0.5,0,0,0,0,,,,,,,,,
0.2,110,0,0.5,0,0,0,0,,,,,,,,,
0.2,130,0,0.5,0,0,0,0,,,,,,,,,
0.2,140,0,0.5,0,0,0,0,,,,,,,,,
0.2,150,0,0.5,0,0,0,0,,,,,,,,,
0.2,160,0,0.5,0,0,0,0,,,,,,,,,
0.2,170,0,0.5,0,0,0,0,,,,,,,,,
0.2,180,0,0.5,0,0,0,0,,,,,,,,,
0.2,190,0,0.5,0,0,0,0,,,,,,,,,
0.2,200,0,0.5,0,0,0,0,,,,,,,,,
0.2,210,0,0.5,0,0,0,0,,,,,,,,,
0.2,220,0,0.5,0,0,0,0,,,,,,,,,
0.2,230,0,0.4999,0,0,0,0.0002,,,,,,,,,
0.2,240,0,0.5,0,0,0,0,,,,,,,,,
0.2,250,0,0.5,0,0,0,0,,,,,,,,,
0.2,260,0,0.5,0,0,0,0,,,,,,,,,
0.2,270,0,0.5,0,0,0,0,,,,,,,,,
0.2,280,0,0.5,0,0,0,0,,,,,,,,,
0.2,290,0,0.5,0,0,0,0,,,,,,,,,
0.2,300,0,0.5,0,0,0,0,,,,,,,,,
0.2,310,0,0.5,0,0,0,0,,,,,,,,,
0.2,320,0,0.5,0,0,0,0,,,,,,,,,
0.2,340,0,0.5,0,0,0,0,,,,,,,,,
0.2,350,0,0.5,0,0,0,0,,,,,,,,,
0.2,360,0,0.5,0,0,0,0,,,,,,,,,
0.2,370,0,0.5,0,0,0,0,,,,,,,,,
0.2,380,0,0.5,0,0,0,0,,,,,,,,,
0.2,390,0,0.5,0,0,0,0,,,,,,,,,
0.2,400,0,0.5,0,0,0,0,,,,,,,,,
0.2,410,0,0.5,0,0,0,0,,,,,,,,,
0.2,420,0,0.5,0,0,0,0,,,,,,,,,
0.2,430,0,0.5,0,0,0,0,,,,,,,,,
0.2,450,0,0.5,0,0,0,0,,,,,,,,,
0.2,460,0,0.5,0,0,0,0,,,,,,,,,
0.2,470,0,0.5,0,0,0,0,,,,,,,,,
0.2,480,0,0.5,0,0,0,0,,,,,,,,,
0.2,490,0,0.5,0,0,0,0,,,,,,,,,
0.2,500,0,0.5,0,0,0,0,,,,,,,,,
0.21,10,0,0.5,0,0,0,0,,,,,,,,,
0.21,20,0,0.5,0,0,0,0,,,,,,,,,
0.21,40,0,0.5,0,0,0,0,,,,,,,,,
0.21,50,0,0.5,0,0,0,0,,,,,,,,,
0.21,60,0,0.5,0,0,0,0,,,,,,,,,
0.21,70,0,0.5,0,0,0,0,,,,,,,,,
0.21,80,0,0.5,0,0,0,0,,,,,,,,,
0.21,90,0,0.5,0,0,0,0,,,,,,,,,
0.21,100,0,0.5,0,0,0,0,,,,,,,,,
0.21,110,0,0.5,0,0,0,0,,,,,,,,,
0.21,120,0,0.5,0,0,0,0,,,,,,,,,
0.21,130,0,0.5,0,0,0,0,,,,,,,,,
0.21,140,0,0.5,0,0,0,0,,,,,,,,,
0.21,150,0,0.5,0,0,0,0,,,,,,,,,
0.21,160,0,0.5,0,0,0,0,,,,,,,,,
0.21,170,0,0.5,0,0,0,0,,,,,,,,,
0.21,180,0,0.5,0,0,0,0,,,,,,,,,
0.21,190,0,0.5,0,0,0,0,,,,,,,,,
0.21,200,0,0.5,0,0,0,0,,,,,,,,,
0.21,210,0,0.5,0,0,0,0,,,,,,,,,
0.21,220,0,0.5,0,0,0,0,,,,,,,,,
0.21,230,0,0.5,0,0,0,0,,,,,,,,,
0.21,240,0,0.5,0,0,0,0,,,,,,,,,
0.21,250,0,0.5,0,0,0,0,,,,,,,,,
0.21,260,0,0.5,0,0,0,0,,,,,,,,,
0.21,270,0,0.5,0,0,0,0,,,,,,,,,
0.21,280,0,0.5,0,0,0,0,,,,,,,,,
0.21,290,0,0.5,0,0,0,0,,,,,,,,,
0.21,300,0,0.5,0,0,0,0,,,,,,,,,
0.21,310,0,0.5,0,0,0,0,,,,,,,,,
0.21,320,0,0.5,0,0,0,0,,,,,,,,,
0.21,330,0,0.5,0,0,0,0,,,,,,,,,
0.21,340,0,0.5,0,0,0,0,,,,,,,,,
0.21,350,0,0.5,0,0,0,0,,,,,,,,,
0.21,360,0,0.5,0,0,0,0,,,,,,,,,
0.21,370,0,0.5,0,0,0,0,,,,,,,,,
0.21,380,0,0.5,0,0,0,0,,,,,,,,,
0.21,390,0,0.5,0,0,0,0,,,,,,,,,
0.21,400,0,0.5,0,0,0,0,,,,,,,,,
0.21,410,0,0.5,0,0,0,0,,,,,,,,,
0.21,420,0,0.5,0,0,0,0,,,,,,,,,
0.21,430,0,0.5,0,0,0,0,,,,,,,,,
0.21,440,0,0.5,0,0,0,0,,,,,,,,,
0.21,450,0,0.5,0,0,0,0,,,,,,,,,
0.21,460,0,0.5,0,0,0,0,,,,,,,,,
0.21,470,0,0.5,0,0,0,0,,,,,,,,,
0.21,480,0,0.5,0,0,0,0,,,,,,,,,
0.21,490,0,0.5,0,0,0,0,,,,,,,,,
0.21,500,0,0.5,0,0,0,0,,,,,,,,,
0.22,10,0,0.5,0,0,0,0,,,,,,,,,
0.22,20,0,0.5,0,0,0,0,,,,,,,,,
0.22,30,0,0.5,0,0,0,0,,,,,,,,,
0.22,40,0,0.5,0,0,0,0,,,,,,,,,
0.22,50,0,0.5,0,0,0,0,,,,,,,,,
0.22,60,0,0.5,0,0,0,0,,,,,,,,,
0.22,70,0,0.5,0,0,0,0,,,,,,,,,
0.22,80,0,0.5,0,0,0,0,,,,,,,,,
0.22,90,0,0.5,0,0,0,0,,,,,,,,,
0.22,100,0,0.5,0,0,0,0,,,,,,,,,
0.22,110,0,0.5,0,0,0,0,,,,,,,,,
0.22,120,0,0.5,0,0,0,0,,,,,,,,,
0.22,130,0,0.5,0,0,0,0,,,,,,,,,
0.22,140,0,0.5,0,0,0,0,,,,,,,,,
0.22,150,0,0.5,0,0,0,0,,,,,,,,,
0.22,160,0,0.5,0,0,0,0,,,,,,,,,
0.22,170,0,0.5,0,0,0,0,,,,,,,,,
0.22,180,0,0.5,0,0,0,0,,,,,,,,,
0.22,190,0,0.5,0,0,0,0,,,,,,,,,
0.22,200,0,0.5,0,0,0,0,,,,,,,,,
0.22,210,0,0.5,0,0,0,0,,,,,,,,,
0.22,220,0,0.5,0,0,0,0,,,,,,,,,
0.22,230,0,0.5,0,0,0,0,,,,,,,,,
0.22,240,0,0.5,0,0,0,0,,,,,,,,,
0.22,250,0,0.5,0,0,0,0,,,,,,,,,
0.22,260,0,0.5,0,0,0,0,,,,,,,,,
0.22,270,0,0.5,0,0,0,0,,,,,,,,,
0.22,280,0,0.5,0,0,0,0,,,,,,,,,
0.22,290,0,0.5,0,0,0,0,,,,,,,,,
0.22,300,0,0.5,0,0,0,0,,,,,,,,,
0.22,310,0,0.5,0,0,0,0,,,,,,,,,
0.22,330,0,0.5,0,0,0,0,,,,,,,,,
0.22,340,0,0.5,0,0,0,0,,,,,,,,,
0.22,350,0,0.5,0,0,0,0,,,,,,,,,
0.22,360,0,0.5,0,0,0,0,,,,,,,,,
0.22,370,0,0.5,0,0,0,0,,,,,,,,,
0.22,390,0,0.5,0,0,0,0,,,,,,,,,
0.22,400,0,0.5,0,0,0,0,,,,,,,,,
0.22,410,0,0.5,0,0,0,0,,,,,,,,,
0.22,420,0,0.5,0,0,0,0,,,,,,,,,
0.22,430,0,0.5,0,0,0,0,,,,,,,,,
0.22,440,0,0.5,0,0,0,0,,,,,,,,,
0.22,450,0,0.5,0,0,0,0,,,,,,,,,
0.22,460,0,0.5,0,0,0,0,,,,,,,,,
0.22,470,0,0.5,0,0,0,0,,,,,,,,,
0.22,480,0,0.5,0,0,0,0,,,,,,,,,
0.22,490,0,0.5,0,0,0,0,,,,,,,,,
0.22,500,0,0.5,0,0,0,0,,,,,,,,,
0.23,10,0,0.5,0,0,0,0,,,,,,,,,
0.23,20,0,0.5,0,0,0,0,,,,,,,,,
0.23,30,0,0.5,0,0,0,0,,,,,,,,,
0.23,40,0,0.5,0,0,0,0,,,,,,,,,
0.23,50,0,0.5,0,0,0,0,,,,,,,,,
0.23,60,0,0.5,0,0,0,0,,,,,,,,,
0.23,70,0,0.5,0,0,0,0,,,,,,,,,
0.23,80,0,0.5,0,0,0,0,,,,,,,,,
0.23,90,0,0.5,0,0,0,0,,,,,,,,,
0.23,100,0,0.5,0,0,0,0,,,,,,,,,
0.23,110,0,0.5,0,0,0,0,,,,,,,,,
0.23,120,0,0.5,0,0,0,0,,,,,,,,,
0.23,130,0,0.5,0,0,0,0,,,,,,,,,
0.23,140,0,0.5,0,0,0,0,,,,,,,,,
0.23,150,0,0.5,0,0,0,0,,,,,,,,,
0.23,160,0,0.5,0,0,0,0,,,,,,,,,
0.23,170,0,0.5,0,0,0,0,,,,,,,,,
0.23,180,0,0.5,0,0,0,0,,,,,,,,,
0.23,190,0,0.5,0,0,0,0,,,,,,,,,
0.23,200,0,0.5,0,0,0,0,,,,,,,,,
0.23,210,0,0.5,0,0,0,0,,,,,,,,,
0.23,220,0,0.5,0,0,0,0,,,,,,,,,
0.23,230,0,0.5,0,0,0,0,,,,,,,,,
0.23,240,0,0.5,0,0,0,0,,,,,,,,,
0.23,260,0,0.5,0,0,0,0,,,,,,,,,
0.23,270,0,0.5,0,0,0,0,,,,,,,,,
0.23,280,0,0.5,0,0,0,0,,,,,,,,,
0.23,290,0,0.5,0,0,0,0,,,,,,,,,
0.23,300,0,0.5,0,0,0,0,,,,,,,,,
0.23,310,0,0.5,0,0,0,0,,,,,,,,,
0.23,320,0,0.5,0,0,0,0,,,,,,,,,
0.23,330,0,0.5,0,0,0,0,,,,,,,,,
0.23,340,0,0.5,0,0,0,0,,,,,,,,,
0.23,350,0,0.4995,0,0,0,0.001,,,,,,,,,
0.23,360,0,0.5,0,0,0,0,,,,,,,,,
0.23,370,0,0.5,0,0,0,0,,,,,,,,,
0.23,380,0,0.5,0,0,0,0,,,,,,,,,
0.23,390,0,0.5,0,0,0,0,,,,,,,,,
0.23,400,0,0.5,0,0,0,0,,,,,,,,,
0.23,410,0,0.5,0,0,0,0,,,,,,,,,
0.23,420,0,0.5,0,0,0,0,,,,,,,,,
0.23,430,0,0.5,0,0,0,0,,,,,,,,,
0.23,440,0,0.5,0,0,0,0,,,,,,,,,
0.23,450,0,0.5,0,0,0,0,,,,,,,,,
0.23,460,0,0.5,0,0,0,0,,,,,,,,,
0.23,470,0,0.5,0,0,0,0,,,,,,,,,
0.23,480,0,0.5,0,0,0,0,,,,,,,,,
0.23,490,0,0.5,0,0,0,0,,,,,,,,,
0.23,500,0,0.5,0,0,0,0,,,,,,,,,
0.24,10,0,0.5,0,0,0,0,,,,,,,,,
0.24,20,0,0.5,0,0,0,0,,,,,,,,,
0.24,30,0,0.5,0,0,0,0,,,,,,,,,
0.24,40,0,0.5,0,0,0,0,,,,,,,,,
0.24,50,0,0.5,0,0,0,0,,,,,,,,,
0.24,60,0,0.5,0,0,0,0,,,,,,,,,
0.24,70,0,0.5,0,0,0,0,,,,,,,,,
0.24,80,0,0.5,0,0,0,0,,,,,,,,,
0.24,90,0,0.5,0,0,0,0,,,,,,,,,
0.24,100,0,0.5,0,0,0,0,,,,,,,,,
0.24,110,0,0.5,0,0,0,0,,,,,,,,,
0.24,120,0,0.5,0,0,0,0,,,,,,,,,
0.24,130,0,0.5,0,0,0,0,,,,,,,,,
0.24,140,0,0.5,0,0,0,0,,,,,,,,,
0.24,150,0,0.5,0,0,0,0,,,,,,,,,
0.24,160,0,0.5,0,0,0,0,,,,,,,,,
0.24,170,0,0.5,0,0,0,0,,,,,,,,,
0.24,180,0,0.5,0,0,0,0,,,,,,,,,
0.24,190,0,0.5,0,0,0,0,,,,,,,,,
0.24,200,0,0.5,0,0,0,0,,,,,,,,,
0.24,210,0,0.5,0,0,0,0,,,,,,,,,
0.24,220,0,0.5,0,0,0,0,,,,,,,,,
0.24,230,0,0.5,0,0,0,0,,,,,,,,,
0.24,240,0,0.5,0,0,0,0,,,,,,,,,
0.24,250,0,0.5,0,0,0,0,,,,,,,,,
0.24,260,0,0.5,0,0,0,0,,,,,,,,,
0.24,270,0,0.5,0,0,0,0,,,,,,,,,
0.24,280,0,0.5,0,0,0,0,,,,,,,,,
0.24,290,0,0.5,0,0,0,0,,,,,,,,,
0.24,300,0,0.5,0,0,0,0,,,,,,,,,
0.24,310,0,0.5,0,0,0,0,,,,,,,,,
0.24,320,0,0.5,0,0,0,0,,,,,,,,,
0.24,330,0,0.5,0,0,0,0,,,,,,,,,
